Date,ID,Url,Tweet_Content,Username,Reply_Count,Retweet_Count,Language,Source,Like_Count
2023-01-25 03:21:50+00:00,1.61809E+18,https://twitter.com/ButterflyVirgin/status/1618086718678401025,@cb_doge @elonmusk @Tesla @mayemusk Somebody finds one after the war,ButterflyVirgin,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-01-25 03:21:49+00:00,1.61809E+18,https://twitter.com/DonnieDoWrong/status/1618086714253406208,@owillis @TinaMarie_80s @elonmusk https://t.co/WSFtjdkEUC,DonnieDoWrong,0,0,qme,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-01-25 03:21:48+00:00,1.61809E+18,https://twitter.com/BeIIyoftheBeast/status/1618086708985364480,@Dioclet54046121 @letsgomathias @davetroy @elonmusk https://t.co/uQEFpwvmLo,BeIIyoftheBeast,0,0,qme,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-01-25 03:21:48+00:00,1.61809E+18,https://twitter.com/BenoitPirenne/status/1618086707920015360,@EvasTeslaSPlaid @elonmusk This bottle looks like it’s worth at least 1/2 of a TSLA share! 😆,BenoitPirenne,0,0,en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0
2023-01-25 03:21:48+00:00,1.61809E+18,https://twitter.com/villaofaye/status/1618086707869679616,"@brogrammer42069 @Tesla @elonmusk Are the lives of children who mine for lithium, recyclable?",villaofaye,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-01-25 03:21:47+00:00,1.61809E+18,https://twitter.com/groverat61/status/1618086705281765376,@Mollyploofkins @elonmusk Less,groverat61,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-01-25 03:21:47+00:00,1.61809E+18,https://twitter.com/Enzo79845643/status/1618086704107384833,"@Lara123Gil1 @helenatavares21 quase q eu so cancelado pelo Elon musk dnv por causa, eu já ia manda vc smt",Enzo79845643,0,0,pt,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-01-25 03:21:46+00:00,1.61809E+18,https://twitter.com/wickster37/status/1618086700097613824,@elonmusk Quit picking and choosing topics.  What do you think of all these mass shootings?!,wickster37,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-01-25 03:21:45+00:00,1.61809E+18,https://twitter.com/lacasaverde/status/1618086697560059904,@TheFluffyPumpk1 @WorldWarWang @Roman_Zoomer @elonmusk Because it's funnier than doing it in France.,lacasaverde,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-01-25 03:21:42+00:00,1.61809E+18,https://twitter.com/Robofcobden/status/1618086683920199681,@JustinTrudeau Hey @elonmusk can we have a type of “down vote” please?,Robofcobden,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-01-25 03:21:42+00:00,1.61809E+18,https://twitter.com/ChartShark13/status/1618086682607353856,@stonklover69 @elonmusk @ellagirwin @TwitterSupport ❤️,ChartShark13,0,0,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-01-25 03:21:42+00:00,1.61809E+18,https://twitter.com/duncanconnie98/status/1618086682057904129,@vvvvvvvvwvvvwv @MissZena2009 @MarioFratto @elonmusk @CommunityNotes Have you ever thought they could be Disguised? 🤔🤔🙄 we can agree to disagree! Bye,duncanconnie98,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-01-25 03:21:40+00:00,1.61809E+18,https://twitter.com/carlisle777/status/1618086673962926082,@tnzrz @elonmusk Yeah right? Lol,carlisle777,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-01-25 03:21:40+00:00,1.61809E+18,https://twitter.com/DjenkovNikolay/status/1618086673027575809,"@alx @elonmusk @lexfridman What if we are living forever in the Universe? 

The laws in the Universe have allowed us to evolve as conscious beings. We cannot change these laws, but if they order us to be conscious for eternity, and such is our nature, it should not be a punishment for us.",DjenkovNikolay,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-01-25 03:21:40+00:00,1.61809E+18,https://twitter.com/DanaGlovesdogs/status/1618086672738156546,"@MattWallace888 Thank you, Elon Musk!",DanaGlovesdogs,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-01-25 03:21:39+00:00,1.61809E+18,https://twitter.com/NijazUchiha/status/1618086669076529152,@DineshDSouza @elonmusk has an army off people following him,NijazUchiha,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-01-25 03:21:37+00:00,1.61809E+18,https://twitter.com/sloppyrl/status/1618086662520868867,@JeffNeelzebubII @elonmusk @JudiciaryGOP @SpeakerMcCarthy dude the vast majority of his tweets show balls; i just wish he was vouching for independent research,sloppyrl,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-01-25 03:21:37+00:00,1.61809E+18,https://twitter.com/UribeDJ/status/1618086662424383490,"Si @ElonMusk perdiera hoy el 99.9% de su fortuna, aún le quedarían $139 milliones de dólares. https://t.co/Ac2CDXaT8O",UribeDJ,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-01-25 03:21:36+00:00,1.61809E+18,https://twitter.com/DRK1610/status/1618086659857448960,@Tesla @elonmusk Awesome work that continues to make a difference!,DRK1610,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-01-25 03:21:36+00:00,1.61809E+18,https://twitter.com/CLK0905/status/1618086657026314240,@elonmusk please hire me as your workers compensation analyst for your new Nevada facility.,CLK0905,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-01-25 03:21:35+00:00,1.61809E+18,https://twitter.com/satelliteboys/status/1618086654216110080,@4stringsn88keys @GuntherEagleman @EtherealHydri @elonmusk Green is good. I’m guessing,satelliteboys,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-01-25 03:21:34+00:00,1.61809E+18,https://twitter.com/bcloud1967/status/1618086650864885761,@ryangrim @elonmusk @MazMHussain FrEeDuMb oF sPeEcH!!!,bcloud1967,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-01-25 03:21:34+00:00,1.61809E+18,https://twitter.com/JohnMur39166516/status/1618086650273501185,"@KiwiLithium @OzraeliAvi @elonmusk What a shocking liar and tyrant Ardern is; she thinks she can just ride off into the sunset with $25 million in her back pocket, laughing at us, and everyone will forget what she did. Well, that ain't going to happen, we will never forget, and she will pay for what she did to us.",JohnMur39166516,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-01-25 03:21:34+00:00,1.61809E+18,https://twitter.com/olivia_p_walker/status/1618086648365088774,"@KTVU @elonmusk Lmfao, I love it. Like, since you’re standing in my face with these cameras, “what do you guys think?”",olivia_p_walker,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-01-25 03:21:30+00:00,1.61809E+18,https://twitter.com/Cryptologist100/status/1618086633437528066,Or try this hashtag @elonmusk: #booking Also porn. How to use this in a normal way?,Cryptologist100,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-01-25 03:21:30+00:00,1.61809E+18,https://twitter.com/Jc_johnCastillo/status/1618086630736424966,Check out Ryan Pineda's video! @elonmusk #TikTok https://t.co/EDbmoOW8kI,Jc_johnCastillo,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-01-25 03:21:29+00:00,1.61809E+18,https://twitter.com/janecollins865/status/1618086628765085696,@elonmusk Any comment little man? or should I say Hypocritical Little Man,janecollins865,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-01-25 03:21:29+00:00,1.61809E+18,https://twitter.com/HadrianHoppe/status/1618086627603288068,@JasonFairfield0 @akmtra @RealCandaceO @Cernovich @lexfridman @elonmusk @rustyrockets @joerogan @jordanbpeterson @KyrieIrving You want to put all the blame solely on gentiles/christians when the history clearly shows lots of jewish influence in the american medical industry too. You should stop ignoring it. Your tribe isn't innocent.,HadrianHoppe,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-01-25 03:21:28+00:00,1.61809E+18,https://twitter.com/JacabiteRebel/status/1618086622725275649,I want the ability to see current tweets. Not this shit that #Twitter thinks are important. FIX THIS NOW!!!!!  @elonmusk,JacabiteRebel,1,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-01-25 03:21:26+00:00,1.61809E+18,https://twitter.com/canalbhenoiss/status/1618086616110862337,"elon musk bagunça o tt todo
agr nem pesquisar consigo 😡",canalbhenoiss,0,0,pt,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-01-25 03:21:25+00:00,1.61809E+18,https://twitter.com/Blocstreetx/status/1618086611543097344,Twitter’s Esther Crawford influential under Elon Musk https://t.co/L71xZAbHrZ,Blocstreetx,0,0,en,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>",0
2023-01-25 03:21:24+00:00,1.61809E+18,https://twitter.com/GuerillaTVChan/status/1618086608665980929,"Elon Musk, Tucker Carlson Are RIGHT About The World Economic Forum In Da... https://t.co/u9N0WHhtfh via @YouTube",GuerillaTVChan,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-01-25 03:21:24+00:00,1.61809E+18,https://twitter.com/ShinyCelebi15/status/1618086608397553665,"@geodascious @servivigiledeus @elonmusk @slashdot Hey,no need for Antisemitism",ShinyCelebi15,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-01-25 03:21:24+00:00,1.61809E+18,https://twitter.com/BoganTesla/status/1618086607466426369,@EvasTeslaSPlaid @elonmusk No https://t.co/cnMOlWTXrj,BoganTesla,0,0,und,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0
2023-01-25 03:21:23+00:00,1.61809E+18,https://twitter.com/WernerSevenster/status/1618086603079180289,@kylaschwaberow @elonmusk Sigh I need some catching up to do based on these results,WernerSevenster,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
2023-01-25 03:21:23+00:00,1.61809E+18,https://twitter.com/LazyYaq/status/1618086602173214721,@elonmusk FUCKU,LazyYaq,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-01-25 03:21:20+00:00,1.61809E+18,https://twitter.com/si_qf/status/1618086591150583810,ممكن تعطوني خاصية تعديل التغريدة لاني تعبت من كثر ما احذف 😔؟ @elonmusk,si_qf,0,0,ar,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-01-25 03:21:20+00:00,1.61809E+18,https://twitter.com/DanielChomsky/status/1618086588982124546,It's as if Elon Musk has a positive preference for right-wing fanatics.,DanielChomsky,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-01-25 03:21:20+00:00,1.61809E+18,https://twitter.com/derpbum69/status/1618086588730441728,@herbertong @elonmusk Oh sweetie this is so embarrassing,derpbum69,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-01-25 03:21:19+00:00,1.61809E+18,https://twitter.com/Christo88422768/status/1618086585794441218,"@elonmusk @PeterDiamandis That’s a bit of a sly response, isn’t it?",Christo88422768,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-01-25 03:21:16+00:00,1.61809E+18,https://twitter.com/Yoshito456/status/1618086575577141249,@Tesla @elonmusk ありがとうございます！(*^^*),Yoshito456,0,0,ja,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-01-25 03:21:16+00:00,1.61809E+18,https://twitter.com/UsedUpWanderer/status/1618086574394314755,@MayoIsSpicyy How the F you not banned after violating TOS against @elonmusk ???,UsedUpWanderer,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-01-25 03:21:14+00:00,1.61809E+18,https://twitter.com/Raymond12304801/status/1618086566592925697,@elonmusk @JudiciaryGOP @SpeakerMcCarthy I agree. Big government has got to be stopped.,Raymond12304801,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-01-25 03:21:14+00:00,1.61809E+18,https://twitter.com/jcarce1473/status/1618086565921837056,"@MikeDonio @elonmusk Twitter had me on time out. So, I missed a few of your tweets but I wanted you to know that I can see and respond to this one. Keep up the good work. Blessings from Mexico City.",jcarce1473,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-01-25 03:21:13+00:00,1.61809E+18,https://twitter.com/BlondedCaesar/status/1618086562876772353,@StopAntisemites @elonmusk @Twitter @TwitterGov This is becoming a satire account SO fast,BlondedCaesar,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-01-25 03:21:12+00:00,1.61809E+18,https://twitter.com/suekron/status/1618086557940056064,@Mollyploofkins @elonmusk I will NEVER buy a Tesla! #HardPass,suekron,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
2023-01-25 03:21:11+00:00,1.61809E+18,https://twitter.com/iITrumpista/status/1618086553322131456,Please @elonmusk video shoild play in the background when the phone is locked (iOS),iITrumpista,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-01-25 03:21:09+00:00,1.61809E+18,https://twitter.com/LazyYaq/status/1618086544727998466,@elonmusk  UNBAN FUJIMOTO NOW,LazyYaq,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-01-25 03:21:09+00:00,1.61809E+18,https://twitter.com/aelinsgod/status/1618086544644132864,eu tinha silenciado tudo relacionado a elriel e gywnriel na minha tl pq caralhos está aparecendo novamente meu deus elon musk eu estava em uma paz tão grande,aelinsgod,0,0,pt,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-01-25 03:21:09+00:00,1.61809E+18,https://twitter.com/avani7b/status/1618086544157577217,"Hello @ellagirwin @elonmusk, why are parody accounts allowed to stay on #Twitter and harass people? @TwitterSupport",avani7b,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-01-25 03:21:08+00:00,1.61809E+18,https://twitter.com/DiogenesLamp0/status/1618086542270160897,"@AnnaChiqaBanana @ryangrim @elonmusk @MazMHussain @mtaibbi @mtaibbi will report on Elon Musk's Twitter censoring stuff because a government ordered him to as soon as he's done raping his female employees

Taibbi's employees I mean.

Had to clarify that because, you know, Musk.",DiogenesLamp0,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-01-25 03:21:08+00:00,1.61809E+18,https://twitter.com/AltaAgTrends101/status/1618086540265271297,@iriedeby @elonmusk @billysteeler85 @NicoleBehnam Pretty sure Plantation makes a blended overproof as well. Around 140 I think,AltaAgTrends101,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-01-25 03:21:08+00:00,1.61809E+18,https://twitter.com/zhoukings1/status/1618086538826633216,@Hamzicevic @RealScottRitter @MelaniePodolyak @elonmusk Bravo Russia!,zhoukings1,0,0,und,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-01-25 03:21:07+00:00,1.61809E+18,https://twitter.com/dJokoTingkir99/status/1618086537471864833,"@99garislucu @SOERY4W4DI @elonmusk Ki Soer sampean lawan, y di KO sampean 😂😂😂",dJokoTingkir99,0,0,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-01-25 03:21:07+00:00,1.61809E+18,https://twitter.com/RulyZuly/status/1618086534883987460,@QueerComicBooks @EndWokeness @elonmusk Totally agree!,RulyZuly,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-01-25 03:21:05+00:00,1.61809E+18,https://twitter.com/WashTimes/status/1618086529884102657,"Elon Musk defiantly defends himself in Tesla tweet trial

https://t.co/xqzJwlf89R https://t.co/HfXEErEL7c",WashTimes,0,0,en,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",0
2023-01-25 03:21:01+00:00,1.61809E+18,https://twitter.com/America1Eagle1/status/1618086511572025346,"@TetraQammon @SaltyTanker2 @MarcySillver1 @actuarymelissa @sandya418 @TruAmericanOG @Kara54908966 @JackWhoElse @ThomasS03901268 @DimensioT @BrianLakewood69 @MIRANDAMOON666 @VVersace911 @Carmatta1 @proundpapaof3 @GrandellRich @JpJever @DaMenstraulSho @NewfMom29 @therrienv @taznt64 @EyeH8Trump @JCDash4 @Luckboxwinnerr @PPitstopII @Ferahgo684 @ChicagotoMaine @Marsha579L @notsocorret @Angelic47552931 @trueblueusa1 @honeywhite2023 @Serenity3_18 @honeywhite2022 @LacarpetronM @grothusen_jane @Gburgralph58 @TimFaulkner81 @lll_weeks @SherryH40982123 @Amy95474055 @ahriman61621 @endGQP @Ringo102359 @Rob25864425 @samtosane @KeelKeel13 @ReginaM57 @FLYNN6411 And they try to say the democrat are not attacking the free speech,SMH-maybe @elonmusk  should give some of these that is actually spreading fake news a taste of their own medicine that they enjoy dishes out but not tastIng, maybe a week, They May see how valuable speech is .",America1Eagle1,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
2023-01-25 03:21:00+00:00,1.61809E+18,https://twitter.com/br4tattack/status/1618086506488549376,If Elon musk goes bankrupt can we get rid of the views,br4tattack,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-01-25 03:21:00+00:00,1.61809E+18,https://twitter.com/ShinyCelebi15/status/1618086505649704960,@servivigiledeus @elonmusk @slashdot No ones talking about abortion. Im referring to shaming people just not wanting kids. People that dont want kids largely use contraception or get sterilized. I at no point in time said I would get an abortion. Thats what people like you jump to.,ShinyCelebi15,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-01-25 03:20:59+00:00,1.61809E+18,https://twitter.com/politicalgoon/status/1618086503355420677,"@priyaakulkarni2 Because they want a female only society &amp; want no male child birth policy.

May god bless this earth.

@elonmusk please confirm for Mars.",politicalgoon,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-01-25 03:20:58+00:00,1.61809E+18,https://twitter.com/Inc0gneato4267/status/1618086498494205952,@muskQu0tes @elonmusk Thank You! 🇺🇸,Inc0gneato4267,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-01-25 03:20:58+00:00,1.61809E+18,https://twitter.com/aslamislahi01/status/1618086498322251776,@elonmusk you buy Twitter to say you have to give Twitter to free speech but now in India what I say this is free of speech you understand,aslamislahi01,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-01-25 03:20:57+00:00,1.61809E+18,https://twitter.com/FooleryT/status/1618086495126183936,"@JasonBjorn5 @pdubl22 @DoesThi61694776 @NonsenseFlat @polarisiskey @elonmusk Explain the Shiehallion experiment using density and buoyancy. And , a buoyancy calculation independent of gravity while you're at it.",FooleryT,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-01-25 03:20:57+00:00,1.61809E+18,https://twitter.com/Rabosi/status/1618086493234561027,@ryangrim @elonmusk @MazMHussain Obey or omg .,Rabosi,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-01-25 03:20:55+00:00,1.61809E+18,https://twitter.com/DBurkland/status/1618086486167126022,"Beyond excited for this, hopefully after the expansion efforts are done @Tesla will finally open up Giga Nevada for public tours @elonmusk!",DBurkland,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0
2023-01-25 03:20:54+00:00,1.61809E+18,https://twitter.com/Bigship10/status/1618086482660700160,@elonmusk @JudiciaryGOP @SpeakerMcCarthy Agreed.,Bigship10,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
2023-01-25 03:20:54+00:00,1.61809E+18,https://twitter.com/Don_Kavillio/status/1618086480873934848,"@SpaceX @elonmusk Is there any possibility of sending politicians like #RahulGandhi,#AkhileshYadav,#ArvindKejriwal,#MamtaBanerjee, to Mars?? The list is long, but we can start with these 4.",Don_Kavillio,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
2023-01-25 03:20:53+00:00,1.61809E+18,https://twitter.com/sthorpe/status/1618086477078093824,@hikingskiing @elonmusk Cool shot,sthorpe,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
